"id","property class","acreage", "value", "orig val data"
428.-1-19 ,314 Rural vac<10,6.70,"5,000","FULL MARKET VALUE 5,000\r"
428.-1-20.1 ,314 Rural vac<10,4.50,"25,000","FULL MARKET VALUE 25,000\r"
428.-1-21 ,null,34.30,"180,000","FULL MARKET VALUE 180,000\r"
428.-1-22 ,210 1 Family Res,0.50,"135,000","FULL MARKET VALUE 135,000\r"
428.-1-23 ,210 1 Family Res,0.25,"60,000","FULL MARKET VALUE 60,000\r"
428.-1-26 ,null,9.30,"25,000","FULL MARKET VALUE 25,000\r"
428.-1-27 ,210 1 Family Res,14.50,"120,000","FULL MARKET VALUE 120,000 FD112 Hancock Rural FD 12,000 TO\r"
428.-1-28 ,210 1 Family Res,0.80,"75,000","FULL MARKET VALUE 75,000\r"
428.-1-29 ,210 1 Family Res,4.69,"120,000","FULL MARKET VALUE 120,000\r"
428.-1-30 ,null,6.75,"7,000","FULL MARKET VALUE 7,000\r"
428.-1-32 ,null,20.00,"520,000","FULL MARKET VALUE 520,000\r"
428.-1-33.1 ,null,0.34,"170,000","FULL MARKET VALUE 170,000\r"
428.-1-33.22 ,210 1 Family Res - WTRFNT,1.44,"185,000","FULL MARKET VALUE 185,000\r"
428.-1-33.23 ,210 1 Family Res,0.64,"170,000","DEED BOOK 1546 PG-21 FULL MARKET VALUE 170,000\r"
428.-1-33.3 ,null,null,"30,000","FULL MARKET VALUE 30,000\r"
428.-1-34 ,314 Rural vac<10,0.50,"21,000","FULL MARKET VALUE 21,000\r"
428.-1-35 ,210 1 Family Res,0.50,"189,000","FULL MARKET VALUE 189,000\r"
428.-1-36 ,314 Rural vac<10,0.50,"15,000","FULL MARKET VALUE 15,000\r"
428.-1-37.1 ,null,23.56,"215,000","Greenberg Violet Nash FULL MARKET VALUE 215,000\r"
428.-1-37.2 ,210 1 Family Res,1.00,"175,000","FULL MARKET VALUE 175,000\r"
428.-1-39 ,210 1 Family Res,49.40,"350,000","FULL MARKET VALUE 350,000\r"
428.-1-40 ,314 Rural vac<10,4.40,"20,000","FULL MARKET VALUE 20,000\r"
428.-1-41 ,323 Vacant rural,1.10,"24,000","FULL MARKET VALUE 24,000\r"
428.-1-42 ,323 Vacant rural,3.67,"5,000","FULL MARKET VALUE 5,000\r"
428.-1-43 ,null,24.00,"20,000","FULL MARKET VALUE 20,000\r"
428.-1-45 ,323 Vacant rural,69.50,"30,000","FULL MARKET VALUE 30,000\r"
428.-1-45.-1 ,null,69.50,"341,500","FULL MARKET VALUE 341,500\r"
429.-1-2.1 ,null,3.00,"55,000","FULL MARKET VALUE 55,000\r"
429.-1-2.2 ,210 1 Family Res,2.00,"200,000","Voigt Russel FULL MARKET VALUE 200,000\r"
429.-1-5.11 ,323 Vacant rural,119.54,"130,000","FULL MARKET VALUE 130,000\r"
429.-1-5.12 ,323 Vacant rural,2.90,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-5.2 ,323 Vacant rural,42.16,"60,000","FULL MARKET VALUE 60,000\r"
429.-1-7 ,323 Vacant rural,3.00,"10,000","FULL MARKET VALUE 10,000\r"
429.-1-8.1 ,null,124.80,"180,000","FULL MARKET VALUE 180,000\r"
429.-1-10 ,null,2.20,"30,000","FULL MARKET VALUE 30,000\r"
429.-1-11 ,314 Rural vac<10,1.80,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-12 ,314 Rural vac<10,null,"5,000","FULL MARKET VALUE 5,000\r"
429.-1-13.1 ,null,219.30,"260,000","FULL MARKET VALUE 260,000\r"
429.-1-13.2 ,314 Rural vac<10,7.40,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-13.3 ,null,93.50,"382,230","FULL MARKET VALUE 382,230\r"
429.-1-14 ,null,81.40,"105,000","FULL MARKET VALUE 105,000\r"
429.-1-17 ,210 1 Family Res - WTRFNT,1.40,"220,000","FULL MARKET VALUE 220,000\r"
429.-1-18 ,210 1 Family Res - WTRFNT,0.33,"120,000","FULL MARKET VALUE 120,000\r"
429.-1-20 ,210 1 Family Res - WTRFNT,0.50,"140,000","FULL MARKET VALUE 140,000\r"
429.-1-21 ,210 1 Family Res - WTRFNT,1.30,"180,000","FULL MARKET VALUE 180,000\r"
429.-1-24 ,210 1 Family Res - WTRFNT,0.38,"75,000","FULL MARKET VALUE 75,000\r"
429.-1-25.21 ,210 1 Family Res,2.21,"225,000","FULL MARKET VALUE 225,000\r"
429.-1-25.3 ,null,103.60,"130,000","FULL MARKET VALUE 130,000\r"
429.-1-26.11 ,null,3.65,"400,000","FULL MARKET VALUE 400,000\r"
429.-1-26.2 ,210 1 Family Res - WTRFNT,1.00,"100,000","FULL MARKET VALUE 100,000\r"
429.-1-28 ,210 1 Family Res - WTRFNT,1.30,"215,000","FULL MARKET VALUE 215,000\r"
429.-1-29 ,210 1 Family Res - WTRFNT,1.90,"220,000","FULL MARKET VALUE 220,000\r"
429.-1-30.11 ,210 1 Family Res - WTRFNT,6.38,"287,000","FULL MARKET VALUE 287,000\r"
429.-1-30.12 ,314 Rural vac<10,2.96,"25,000","FULL MARKET VALUE 25,000\r"
429.-1-30.2 ,210 1 Family Res - WTRFNT,2.40,"380,000","FULL MARKET VALUE 380,000\r"
429.-1-30.3 ,314 Rural vac<10,0.76,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-31 ,314 Rural vac<10,1.60,"30,000","FULL MARKET VALUE 30,000\r"
429.-1-32.1 ,210 1 Family Res - WTRFNT,2.00,"195,000","FULL MARKET VALUE 195,000 FD112 Hancock Rural FD 19,500 TO\r"
429.-1-32.2 ,210 1 Family Res - WTRFNT,1.60,"245,000","FULL MARKET VALUE 245,000\r"
429.-1-33.2 ,210 1 Family Res,3.24,"193,700","FULL MARKET VALUE 193,700\r"
429.-1-34.111 ,null,39.37,"75,000","FULL MARKET VALUE 75,000\r"
429.-1-34.112 ,null,7.75,"190,000","FULL MARKET VALUE 190,000\r"
429.-1-34.12 ,210 1 Family Res,5.20,"200,000","FULL MARKET VALUE 200,000\r"
429.-1-34.2 ,null,12.30,"190,000","FULL MARKET VALUE 190,000\r"
429.-1-35 ,null,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-36 ,null,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-37 ,null,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-38 ,null,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-39 ,null,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-40.1 ,null,5.00,"90,000","FULL MARKET VALUE 90,000\r"
429.-1-40.2 ,314 Rural vac<10,5.19,"30,000","FULL MARKET VALUE 30,000\r"
429.-1-41 ,null,15.80,"45,000","FULL MARKET VALUE 45,000\r"
429.-1-42 ,210 1 Family Res,2.83,"135,000","FULL MARKET VALUE 135,000\r"
429.-1-43 ,260 Seasonal res,null,"45,000","FULL MARKET VALUE 45,000\r"
429.-1-44 ,null,18.00,"50,000","FULL MARKET VALUE 50,000\r"
429.-1-45 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.-1-46 ,314 Rural vac<10,1.50,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-47 ,null,null,"5,000","FULL MARKET VALUE 5,000\r"
429.-1-48.1 ,null,22.69,"20,000","FULL MARKET VALUE 20,000\r"
429.-1-49 ,210 1 Family Res - WTRFNT,3.00,"223,000","FULL MARKET VALUE 223,000\r"
429.-1-50 ,210 1 Family Res - WTRFNT,0.38,"100,000","FULL MARKET VALUE 100,000\r"
429.-1-51 ,210 1 Family Res - WTRFNT,0.06,"102,000","FULL MARKET VALUE 102,000\r"
429.-1-52 ,323 Vacant rural,0.06,"8,000","FULL MARKET VALUE 8,000\r"
429.-1-53 ,260 Seasonal res - WTRFNT,null,"100,000","FULL MARKET VALUE 100,000\r"
429.-1-54 ,260 Seasonal res - WTRFNT,0.29,"72,000","FULL MARKET VALUE 72,000\r"
429.-1-55 ,260 Seasonal res - WTRFNT,0.27,"75,000","FULL MARKET VALUE 75,000\r"
429.-1-56 ,260 Seasonal res - WTRFNT,0.68,"100,000","FULL MARKET VALUE 100,000\r"
429.-1-57 ,260 Seasonal res - WTRFNT,0.54,"68,000","FULL MARKET VALUE 68,000\r"
429.-1-58 ,210 1 Family Res - WTRFNT,0.80,"170,000","FULL MARKET VALUE 170,000\r"
429.-1-60 ,260 Seasonal res - WTRFNT,0.67,"140,000","FULL MARKET VALUE 140,000\r"
429.-1-61 ,210 1 Family Res,0.53,"135,000","FULL MARKET VALUE 135,000\r"
429.-1-62 ,210 1 Family Res - WTRFNT,1.01,"118,000","FULL MARKET VALUE 118,000\r"
429.-1-63 ,314 Rural vac<10,null,"25,000","FULL MARKET VALUE 25,000\r"
429.-1-64 ,210 1 Family Res,1.00,"150,000","FULL MARKET VALUE 150,000\r"
429.-1-65.1 ,null,26.43,"160,000","FULL MARKET VALUE 160,000\r"
429.-1-65.2 ,260 Seasonal res,null,"140,000","FULL MARKET VALUE 140,000\r"
429.-1-67 ,210 1 Family Res,1.00,"250,000","FULL MARKET VALUE 250,000\r"
429.-1-68 ,314 Rural vac<10,0.33,"15,000","FULL MARKET VALUE 15,000\r"
429.-1-69 ,210 1 Family Res,0.33,"160,000","FULL MARKET VALUE 160,000\r"
429.-1-70 ,210 1 Family Res,0.67,"145,000","FULL MARKET VALUE 145,000\r"
429.-1-71 ,210 1 Family Res - WTRFNT,6.77,"185,000","FULL MARKET VALUE 185,000\r"
429.-1-72 ,314 Rural vac<10,0.26,"6,000","FULL MARKET VALUE 6,000\r"
429.-1-73 ,210 1 Family Res,0.83,"180,000","FULL MARKET VALUE 180,000\r"
429.-1-74 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
429.-1-75 ,210 1 Family Res,0.25,"65,000","FULL MARKET VALUE 65,000\r"
429.-1-76 ,314 Rural vac<10,null,"7,500","FULL MARKET VALUE 7,500\r"
429.-1-77 ,314 Rural vac<10,null,"7,500","FULL MARKET VALUE 7,500\r"
429.-1-78 ,314 Rural vac<10,0.50,"15,000","FULL MARKET VALUE 15,000\r"
429.-1-80 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
429.-1-81 ,314 Rural vac<10,4.03,"25,000","FULL MARKET VALUE 25,000\r"
429.-1-82 ,314 Rural vac<10,4.02,"25,000","FULL MARKET VALUE 25,000\r"
429.-1-83 ,314 Rural vac<10,4.02,"25,000","FULL MARKET VALUE 25,000\r"
429.-1-84 ,314 Rural vac<10,null,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-85 ,null,4.76,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-86 ,323 Vacant rural,6.66,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-87 ,314 Rural vac<10,0.33,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-88 ,null,3.00,"1,000","FULL MARKET VALUE 1,000\r"
429.-1-89 ,null,6.00,"1,000","FULL MARKET VALUE 1,000\r"
429.-2-1 ,null,30.18,"105,000","FULL MARKET VALUE 105,000\r"
429.-2-2 ,null,50.21,"275,000","FULL MARKET VALUE 275,000\r"
429.-2-3 ,null,35.82,"110,000","FULL MARKET VALUE 110,000\r"
429.-2-4 ,null,60.33,"210,000","FULL MARKET VALUE 210,000\r"
429.-2-5 ,null,49.96,"200,000","FULL MARKET VALUE 200,000\r"
429.2-1-1 ,null,0.90,"185,000","FULL MARKET VALUE 185,000\r"
429.2-1-2 ,210 1 Family Res,0.80,"125,000","FULL MARKET VALUE 125,000\r"
429.2-1-5 ,210 1 Family Res,null,"95,000","FULL MARKET VALUE 95,000 LT409 Cadosia light 9,500 TO\r"
429.2-1-6 ,210 1 Family Res,0.25,"110,000","FULL MARKET VALUE 110,000\r"
429.2-1-7 ,210 1 Family Res,0.23,"95,000","FULL MARKET VALUE 95,000\r"
429.2-1-9 ,210 1 Family Res,1.40,"145,000","FULL MARKET VALUE 145,000\r"
429.2-1-11 ,null,1.20,"80,000","FULL MARKET VALUE 80,000 LT409 Cadosia light 8,000 TO\r"
429.2-1-12 ,210 1 Family Res,0.63,"85,000","FULL MARKET VALUE 85,000\r"
429.2-1-13 ,210 1 Family Res,0.25,"75,000","FULL MARKET VALUE 75,000\r"
429.2-1-14 ,210 1 Family Res,0.24,"177,000","FULL MARKET VALUE 177,000\r"
429.2-1-15 ,210 1 Family Res,0.56,"160,000","FULL MARKET VALUE 160,000\r"
429.2-1-17 ,210 1 Family Res,0.80,"90,000","FULL MARKET VALUE 90,000 LT409 Cadosia light 9,000 TO\r"
429.2-1-18 ,210 1 Family Res,0.25,"135,000","FULL MARKET VALUE 135,000\r"
429.2-1-20.1 ,null,1.60,"210,000","FULL MARKET VALUE 210,000 LT409 Cadosia light 21,000 TO\r"
429.2-1-20.2 ,210 1 Family Res,0.61,"120,000","FULL MARKET VALUE 120,000\r"
429.2-1-22 ,null,2.25,"43,710","FULL MARKET VALUE 43,710\r"
429.2-1-23.1 ,null,0.85,"130,000","FULL MARKET VALUE 130,000 FD112 Hancock Rural FD 13,000 TO\r"
429.2-1-23.2 ,null,3.53,"170,000","FULL MARKET VALUE 170,000\r"
429.2-1-24 ,210 1 Family Res,0.50,"38,000","FULL MARKET VALUE 38,000\r"
429.2-1-25 ,314 Rural vac<10,0.63,"10,000","FULL MARKET VALUE 10,000\r"
429.2-1-26 ,null,0.06,"22,500","FULL MARKET VALUE 22,500\r"
429.2-1-27 ,210 1 Family Res,0.20,"82,000","FULL MARKET VALUE 82,000\r"
429.2-1-28 ,210 1 Family Res,0.25,"110,000","FULL MARKET VALUE 110,000\r"
429.2-1-29 ,210 1 Family Res,null,"95,000","FULL MARKET VALUE 95,000\r"
429.2-1-30 ,210 1 Family Res,0.28,"105,000","FULL MARKET VALUE 105,000\r"
429.2-1-31.1 ,210 1 Family Res,0.39,"70,000","FULL MARKET VALUE 70,000\r"
429.2-1-31.2 ,null,0.47,"250,000","FULL MARKET VALUE 250,000\r"
429.2-1-32.1 ,210 1 Family Res,null,"112,000","FULL MARKET VALUE 112,000\r"
429.2-1-32.2 ,210 1 Family Res,null,"193,000","FULL MARKET VALUE 193,000\r"
429.2-1-34 ,314 Rural vac<10,0.25,"15,000","FULL MARKET VALUE 15,000\r"
429.2-1-35 ,210 1 Family Res,null,"80,000","FULL MARKET VALUE 80,000\r"
429.2-1-36 ,210 1 Family Res,null,"70,000","FULL MARKET VALUE 70,000 LT409 Cadosia light 7,000 TO\r"
429.2-1-37 ,210 1 Family Res,0.33,"155,000","FULL MARKET VALUE 155,000\r"
429.2-1-38 ,210 1 Family Res,0.90,"145,000","FULL MARKET VALUE 145,000\r"
429.2-1-39 ,210 1 Family Res,0.50,"120,000","FULL MARKET VALUE 120,000\r"
429.2-1-40 ,210 1 Family Res,0.79,"100,000","FULL MARKET VALUE 100,000 LT409 Cadosia light 10,000 TO\r"
429.2-1-41 ,210 1 Family Res,3.60,"160,000","FULL MARKET VALUE 160,000 LT409 Cadosia light 16,000 TO\r"
429.2-1-42 ,210 1 Family Res,3.77,"150,000","FULL MARKET VALUE 150,000\r"
429.2-1-43.1 ,210 1 Family Res,4.44,"187,000","FULL MARKET VALUE 187,000\r"
429.2-1-43.2 ,210 1 Family Res,2.01,"170,000","FULL MARKET VALUE 170,000\r"
429.2-1-44 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
430.-1-1 ,null,502.42,"450,000","FULL MARKET VALUE 450,000\r"
430.-1-2.1 ,null,6.10,"35,000","FULL MARKET VALUE 35,000\r"
430.-1-2.2 ,210 1 Family Res,3.00,"150,000","FULL MARKET VALUE 150,000\r"
430.-1-3 ,314 Rural vac<10,1.00,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-4 ,314 Rural vac<10,2.60,"17,500","FULL MARKET VALUE 17,500\r"
430.-1-5 ,null,22.90,"25,000","FULL MARKET VALUE 25,000\r"
430.-1-6 ,210 1 Family Res,1.80,"160,000","FULL MARKET VALUE 160,000\r"
430.-1-7 ,323 Vacant rural,0.74,"9,000","FULL MARKET VALUE 9,000\r"
430.-1-9 ,null,6.30,"95,000","FULL MARKET VALUE 95,000\r"
430.-1-10 ,null,100.00,"100,000","FULL MARKET VALUE 100,000\r"
430.-1-11.11 ,null,23.33,"60,000","FULL MARKET VALUE 60,000\r"
430.-1-11.12 ,null,9.80,"100,000","FULL MARKET VALUE 100,000\r"
430.-1-11.13 ,314 Rural vac<10,0.28,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-11.2 ,210 1 Family Res,1.80,"105,000","FULL MARKET VALUE 105,000\r"
430.-1-11.3 ,null,2.14,"175,000","FULL MARKET VALUE 175,000\r"
430.-1-11.41 ,null,5.04,"60,000","FULL MARKET VALUE 60,000\r"
430.-1-11.5 ,null,2.00,"45,000","FULL MARKET VALUE 45,000\r"
430.-1-11.6 ,null,3.50,"25,000","FULL MARKET VALUE 25,000\r"
430.-1-11.71 ,323 Vacant rural,20.39,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-12 ,null,4.86,"48,000","FULL MARKET VALUE 48,000\r"
430.-1-13.11 ,null,8.89,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-13.12 ,314 Rural vac<10,5.47,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-13.21 ,null,8.00,"45,000","FULL MARKET VALUE 45,000\r"
430.-1-13.22 ,210 1 Family Res,1.89,"130,000","FULL MARKET VALUE 130,000\r"
430.-1-14 ,null,37.30,"245,000","FULL MARKET VALUE 245,000\r"
430.-1-15.11 ,null,21.90,"50,000","FULL MARKET VALUE 50,000\r"
430.-1-15.12 ,314 Rural vac<10,1.30,"5,000","FULL MARKET VALUE 5,000\r"
430.-1-15.2 ,314 Rural vac<10,1.22,"10,000","FULL MARKET VALUE 10,000\r"
430.-1-16 ,260 Seasonal res - WTRFNT,1.00,"145,000","FULL MARKET VALUE 145,000\r"
430.-1-17 ,null,0.67,"86,000","FULL MARKET VALUE 86,000\r"
430.-1-18 ,null,3.00,"76,000","FULL MARKET VALUE 76,000\r"
430.-1-19 ,210 1 Family Res - WTRFNT,2.00,"90,000","FULL MARKET VALUE 90,000\r"
430.-1-20.1 ,210 1 Family Res - WTRFNT,2.40,"30,000","FULL MARKET VALUE 30,000\r"
430.-1-20.2 ,314 Rural vac<10,null,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-21 ,314 Rural vac<10,1.40,"25,000","FULL MARKET VALUE 25,000\r"
430.-1-23 ,null,2.80,"75,000","FULL MARKET VALUE 75,000\r"
430.-1-24.1 ,314 Rural vac<10,7.27,"34,000","FULL MARKET VALUE 34,000\r"
430.-1-24.2 ,314 Rural vac<10,0.50,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-24.4 ,314 Rural vac<10,1.30,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-24.6 ,314 Rural vac<10,1.00,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-24.7 ,314 Rural vac<10,1.90,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-24.8 ,null,1.20,"15,000","FULL MARKET VALUE 15,000\r"
430.-1-24.9 ,314 Rural vac<10,1.70,"10,000","FULL MARKET VALUE 10,000\r"
430.-1-25.1 ,null,294.14,"300,000","FULL MARKET VALUE 300,000\r"
430.-1-25.2 ,null,63.96,"120,000","FULL MARKET VALUE 120,000\r"
430.-1-26 ,null,636.30,"508,000","FULL MARKET VALUE 508,000\r"
430.-1-27.1 ,null,54.72,"90,000","FULL MARKET VALUE 90,000\r"
430.-1-27.2 ,null,20.00,"40,000","FULL MARKET VALUE 40,000\r"
430.-1-28.1 ,null,11.40,"42,000","FULL MARKET VALUE 42,000\r"
430.-1-28.2 ,null,11.40,"42,000","FULL MARKET VALUE 42,000\r"
430.-1-29.1 ,314 Rural vac<10,3.90,"31,000","FULL MARKET VALUE 31,000\r"
430.-1-29.2 ,260 Seasonal res - WTRFNT,3.90,"58,000","FULL MARKET VALUE 58,000\r"
430.-1-29.3 ,314 Rural vac<10,3.25,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-29.4 ,314 Rural vac<10,3.33,"29,000","FULL MARKET VALUE 29,000\r"
430.-1-29.5 ,314 Rural vac<10,3.34,"31,000","FULL MARKET VALUE 31,000\r"
430.-1-29.6 ,314 Rural vac<10,4.00,"31,000","FULL MARKET VALUE 31,000\r"
430.-1-30 ,null,20.10,"79,500","FULL MARKET VALUE 79,500\r"
430.-1-31.1 ,210 1 Family Res - WTRFNT,21.90,"130,000","FULL MARKET VALUE 130,000\r"
430.-1-31.2 ,210 1 Family Res,2.00,"225,000","FULL MARKET VALUE 225,000\r"
430.-1-32.1 ,null,14.61,"240,000","FULL MARKET VALUE 240,000\r"
430.-1-32.2 ,210 1 Family Res - WTRFNT,5.00,"250,000","FULL MARKET VALUE 250,000\r"
430.-1-33 ,210 1 Family Res - WTRFNT,19.46,"210,000","FULL MARKET VALUE 210,000\r"
430.-1-34 ,null,2.80,"70,000","FULL MARKET VALUE 70,000\r"
430.-1-35 ,null,14.30,"32,000","FULL MARKET VALUE 32,000\r"
430.-1-36 ,null,18.60,"20,000","FULL MARKET VALUE 20,000\r"
430.-1-37.12 ,210 1 Family Res,1.72,"180,000","FULL MARKET VALUE 180,000\r"
430.-1-38 ,null,180.50,"350,000","FULL MARKET VALUE 350,000\r"
430.-1-39 ,314 Rural vac<10,5.38,"50,000","FULL MARKET VALUE 50,000\r"
430.-1-40 ,null,4.00,"4,000","FULL MARKET VALUE 4,000\r"
430.-1-42 ,null,34.80,"4,000","FULL MARKET VALUE 4,000\r"
431.-1-2 ,314 Rural vac<10,1.90,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-4 ,210 1 Family Res,2.00,"210,000","FULL MARKET VALUE 210,000\r"
431.-1-8 ,210 1 Family Res,1.63,"175,000","FULL MARKET VALUE 175,000\r"
431.-1-9.1 ,210 1 Family Res - WTRFNT,3.00,"110,000","FULL MARKET VALUE 110,000\r"
431.-1-9.2 ,210 1 Family Res - WTRFNT,3.72,"195,000","FULL MARKET VALUE 195,000\r"
431.-1-9.3 ,314 Rural vac<10,2.40,"25,000","FULL MARKET VALUE 25,000\r"
431.-1-10 ,210 1 Family Res,1.57,"175,000","FULL MARKET VALUE 175,000\r"
431.-1-11 ,null,6.57,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-12 ,314 Rural vac<10,0.79,"14,000","FULL MARKET VALUE 14,000\r"
431.-1-13.1 ,210 1 Family Res - WTRFNT,2.99,"60,000","FULL MARKET VALUE 60,000\r"
431.-1-13.2 ,null,4.76,"75,000","FULL MARKET VALUE 75,000\r"
431.-1-14 ,210 1 Family Res - WTRFNT,0.36,"105,000","FULL MARKET VALUE 105,000\r"
431.-1-15 ,314 Rural vac<10,1.60,"20,000","FULL MARKET VALUE 20,000\r"
431.-1-16 ,null,0.50,"17,500","FULL MARKET VALUE 17,500\r"
431.-1-17 ,314 Rural vac<10,0.25,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-18 ,210 1 Family Res - WTRFNT,0.50,"125,000","FULL MARKET VALUE 125,000\r"
431.-1-19.11 ,210 1 Family Res,0.78,"100,000","FULL MARKET VALUE 100,000\r"
431.-1-19.12 ,210 1 Family Res - WTRFNT,2.43,"130,000","FULL MARKET VALUE 130,000\r"
431.-1-19.2 ,210 1 Family Res - WTRFNT,2.70,"300,000","FULL MARKET VALUE 300,000\r"
431.-1-20 ,null,1.72,"30,000","FULL MARKET VALUE 30,000\r"
431.-1-21 ,260 Seasonal res,0.46,"70,840","FULL MARKET VALUE 70,840\r"
431.-1-22 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
431.-1-23 ,null,0.25,"55,000","FULL MARKET VALUE 55,000\r"
431.-1-24 ,null,2.51,"250,000","FULL MARKET VALUE 250,000\r"
431.-1-25 ,210 1 Family Res,1.00,"56,000","FULL MARKET VALUE 56,000\r"
431.-1-27 ,210 1 Family Res,null,"72,000","FULL MARKET VALUE 72,000\r"
431.-1-28 ,260 Seasonal res,null,"89,500","FULL MARKET VALUE 89,500\r"
431.-1-30 ,null,0.25,"5,190","FULL MARKET VALUE 5,190\r"
431.-1-31.1 ,null,182.19,"250,000","FULL MARKET VALUE 250,000\r"
431.-1-31.5 ,210 1 Family Res,null,"158,000","FULL MARKET VALUE 158,000\r"
431.-1-31.6 ,314 Rural vac<10,3.70,"23,000","FULL MARKET VALUE 23,000\r"
431.-1-31.7 ,null,1.59,"125,000","FULL MARKET VALUE 125,000\r"
431.-1-31.8 ,210 1 Family Res,0.75,"99,940","FULL MARKET VALUE 99,940\r"
431.-1-31.9 ,314 Rural vac<10,null,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-32.1 ,null,29.74,"210,000","FULL MARKET VALUE 210,000\r"
431.-1-32.2 ,260 Seasonal res,74.98,"170,000","FULL MARKET VALUE 170,000\r"
431.-1-33 ,314 Rural vac<10,3.67,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-34 ,null,null,"35,000","FULL MARKET VALUE 35,000\r"
431.-1-35.1 ,210 1 Family Res,1.07,"140,000","FULL MARKET VALUE 140,000\r"
431.-1-35.2 ,210 1 Family Res,1.47,"75,000","FULL MARKET VALUE 75,000\r"
431.-1-36 ,null,1.26,"35,000","FULL MARKET VALUE 35,000\r"
431.-1-37 ,210 1 Family Res,0.10,"50,000","FULL MARKET VALUE 50,000\r"
431.-1-38 ,260 Seasonal res,5.80,"115,000","FULL MARKET VALUE 115,000\r"
431.-1-39.11 ,null,2.53,"55,000","FULL MARKET VALUE 55,000\r"
431.-1-39.12 ,210 1 Family Res,6.29,"275,000","FULL MARKET VALUE 275,000\r"
431.-1-39.21 ,null,1.55,"115,000","FULL MARKET VALUE 115,000 LT411 Fish-s eddy light 11,500 TO\r"
431.-1-39.22 ,null,0.32,"55,000","FULL MARKET VALUE 55,000\r"
431.-1-40 ,314 Rural vac<10,7.20,"30,000","FULL MARKET VALUE 30,000\r"
431.-1-41 ,null,144.70,"150,000","FULL MARKET VALUE 150,000\r"
431.-1-42.1 ,null,42.90,"190,000","FULL MARKET VALUE 190,000\r"
431.-1-42.2 ,260 Seasonal res,2.10,"90,000","FULL MARKET VALUE 90,000\r"
431.-1-42.3 ,260 Seasonal res,null,"57,000","FULL MARKET VALUE 57,000\r"
431.-1-42.4 ,210 1 Family Res,0.66,"100,000","FULL MARKET VALUE 100,000\r"
431.-1-43 ,null,83.13,"95,000","FULL MARKET VALUE 95,000\r"
431.-1-44.1 ,314 Rural vac<10,3.40,"15,000","FULL MARKET VALUE 15,000\r"
431.-1-44.2 ,210 1 Family Res,3.00,"140,000","FULL MARKET VALUE 140,000\r"
431.-1-45 ,null,1.09,"95,000","FULL MARKET VALUE 95,000\r"
431.-1-47 ,314 Rural vac<10,4.10,"30,000","FULL MARKET VALUE 30,000\r"
431.-1-48.1 ,null,49.50,"193,000","FULL MARKET VALUE 193,000\r"
431.-1-48.2 ,null,4.00,"115,000","FULL MARKET VALUE 115,000\r"
431.-1-48.3 ,210 1 Family Res,2.00,"180,000","FULL MARKET VALUE 180,000\r"
431.-1-48.4 ,314 Rural vac<10,4.50,"50,000","FULL MARKET VALUE 50,000\r"
431.-1-49 ,210 1 Family Res,2.10,"200,000","FULL MARKET VALUE 200,000\r"
431.-1-50 ,null,3.10,"270,000","FULL MARKET VALUE 270,000 FD112 Hancock Rural FD 27,000 TO\r"
431.-1-51 ,210 1 Family Res,8.20,"70,000","FULL MARKET VALUE 70,000\r"
431.-1-52 ,210 1 Family Res,0.50,"62,000","FULL MARKET VALUE 62,000\r"
431.-1-56 ,210 1 Family Res,0.50,"150,000","FULL MARKET VALUE 150,000\r"
431.-1-57 ,210 1 Family Res,0.25,"80,000","FULL MARKET VALUE 80,000\r"
